Name,Attack,Health,Level,Ability,Packs,Tier
Flying Squirrel,4,3,1,"Friendly toy broke → Re-summon the Toy, but its level can max be kept at 1.",['Puppy Pack'],Tier 3 Pets
Flying Squirrel,4,3,2,"Friendly toy broke → Re-summon the Toy, but its level can max be kept at 2.",['Puppy Pack'],Tier 3 Pets
Flying Squirrel,4,3,2,"Friendly toy broke → Re-summon the Toy, but its level can max be kept at 2.",['Puppy Pack'],Tier 3 Pets
Gold Fish,1,5,1,End turn → Increase sell value by 1  Gold.,"['Puppy Pack', 'Weekly Pack']",Tier 3 Pets
Gold Fish,1,5,2,End turn → Increase sell value by 2  Gold.,"['Puppy Pack', 'Weekly Pack']",Tier 3 Pets
Gold Fish,1,5,2,End turn → Increase sell value by 2  Gold.,"['Puppy Pack', 'Weekly Pack']",Tier 3 Pets
Hare,3,4,1,Before attack → Copy food perk from one random enemy. Works 1 time per battle.,['Puppy Pack'],Tier 3 Pets
Hare,3,4,2,Before attack → Copy food perk from one random enemy. Works 2 time per battle.,['Puppy Pack'],Tier 3 Pets
Hare,3,4,2,Before attack → Copy food perk from one random enemy. Works 2 time per battle.,['Puppy Pack'],Tier 3 Pets
Hatching Chick,2,2,1,End turn → Give the nearest friend ahead +3  attack and +3  health until end of battle.,['Puppy Pack'],Tier 3 Pets
Hatching Chick,2,2,2,End turn → Give the nearest friend ahead +2  attack and +2  health.,['Puppy Pack'],Tier 3 Pets
Hatching Chick,2,2,2,End turn → Give the nearest friend ahead +2  attack and +2  health.,['Puppy Pack'],Tier 3 Pets
Hoopoe Bird,3,2,1,Faint → Deal 2  damage to the first and last enemy.,['Puppy Pack'],Tier 3 Pets
Hoopoe Bird,3,2,2,Faint → Deal 4  damage to the first and last enemy.,['Puppy Pack'],Tier 3 Pets
Hoopoe Bird,3,2,2,Faint → Deal 4  damage to the first and last enemy.,['Puppy Pack'],Tier 3 Pets
Mole,2,3,1,Faint → Remove the two nearest friendly perks to summon one 6/6 Mole.,"['Puppy Pack', 'Weekly Pack']",Tier 3 Pets
Mole,2,3,2,Faint → Remove the two nearest friendly perks to summon one 12/12 Mole.,"['Puppy Pack', 'Weekly Pack']",Tier 3 Pets
Mole,2,3,2,Faint → Remove the two nearest friendly perks to summon one 12/12 Mole.,"['Puppy Pack', 'Weekly Pack']",Tier 3 Pets
Owl,1,2,1,Start of turn → Summon one level 1  Mouse.,['Puppy Pack'],Tier 3 Pets
Owl,1,2,2,Start of turn → Summon one level 2  Mouse.,['Puppy Pack'],Tier 3 Pets
Owl,1,2,2,Start of turn → Summon one level 2  Mouse.,['Puppy Pack'],Tier 3 Pets
Pangolin,2,5,1,"Faint → If you have a toy, give the nearest friend behind +4  health.",['Puppy Pack'],Tier 3 Pets
Pangolin,2,5,2,"Faint → If you have a toy, give the nearest friend behind +8  health.",['Puppy Pack'],Tier 3 Pets
Pangolin,2,5,2,"Faint → If you have a toy, give the nearest friend behind +8  health.",['Puppy Pack'],Tier 3 Pets
Puppy,3,3,1,Buy → Choose one level 1 toy from tier 3.,['Puppy Pack'],Tier 3 Pets
Puppy,3,3,2,Buy → Choose one level 2 toy from tier 3.,['Puppy Pack'],Tier 3 Pets
Puppy,3,3,2,Buy → Choose one level 2 toy from tier 3.,['Puppy Pack'],Tier 3 Pets
Tropical Fish,2,4,1,End turn → Give adjacent friends +1  health.,['Puppy Pack'],Tier 3 Pets
Tropical Fish,2,4,2,End turn → Give adjacent friends +2  health.,['Puppy Pack'],Tier 3 Pets
Tropical Fish,2,4,2,End turn → Give adjacent friends +2  health.,['Puppy Pack'],Tier 3 Pets
Aardvark,2,3,1,Enemy summoned → Gain +2  attack and +2  health.,['Weekly Pack'],Tier 3 Pets
Aardvark,2,3,2,Enemy summoned → Gain +4  attack and +4  health.,['Weekly Pack'],Tier 3 Pets
Aardvark,2,3,2,Enemy summoned → Gain +4  attack and +4  health.,['Weekly Pack'],Tier 3 Pets
Bear,3,5,1,Faint → Give  Honey Perk to all pets within one space.,['Weekly Pack'],Tier 3 Pets
Bear,3,5,2,Faint → Give  Honey Perk to all pets within two spaces.,['Weekly Pack'],Tier 3 Pets
Bear,3,5,2,Faint → Give  Honey Perk to all pets within two spaces.,['Weekly Pack'],Tier 3 Pets
Emperor Tamarin,3,3,1,Sell → Give 33%  attack and  health to the leftmost shop pet.,['Weekly Pack'],Tier 3 Pets
Emperor Tamarin,3,3,2,Sell → Give 66%  attack and  health to the leftmost shop pet.,['Weekly Pack'],Tier 3 Pets
Emperor Tamarin,3,3,2,Sell → Give 66%  attack and  health to the leftmost shop pet.,['Weekly Pack'],Tier 3 Pets
Porcupine,2,6,1,Hurt → Deal 3  damage directly back.,['Weekly Pack'],Tier 3 Pets
Porcupine,2,6,2,Hurt → Deal 6  damage directly back.,['Weekly Pack'],Tier 3 Pets
Porcupine,2,6,2,Hurt → Deal 6  damage directly back.,['Weekly Pack'],Tier 3 Pets
Wasp,2,2,1,Shop tier upgraded → Gain +50%  attack.,['Weekly Pack'],Tier 3 Pets
Wasp,2,2,2,Shop tier upgraded → Gain +100%  attack.,['Weekly Pack'],Tier 3 Pets
Wasp,2,2,2,Shop tier upgraded → Gain +100%  attack.,['Weekly Pack'],Tier 3 Pets
Bison,4,4,1,"End turn → If this has a level 3 friend, gain +1  attack and +2  health.",['Turtle Pack'],Tier 4 Pets
Bison,4,4,2,"End turn → If this has a level 3 friend, gain +2  attack and +4  health.",['Turtle Pack'],Tier 4 Pets
Bison,4,4,2,"End turn → If this has a level 3 friend, gain +2  attack and +4  health.",['Turtle Pack'],Tier 4 Pets
Blowfish,3,6,1,Hurt → Deal 3  damage to one random enemy.,['Turtle Pack'],Tier 4 Pets
Blowfish,3,6,2,Hurt → Deal 6  damage to one random enemy.,['Turtle Pack'],Tier 4 Pets
Blowfish,3,6,2,Hurt → Deal 6  damage to one random enemy.,['Turtle Pack'],Tier 4 Pets
Deer,2,2,1,Faint → Summon one 5/3  Bus with  Chili.,['Turtle Pack'],Tier 4 Pets
Deer,2,2,2,Faint → Summon one 10/6  Bus with  Chili.,['Turtle Pack'],Tier 4 Pets
Deer,2,2,2,Faint → Summon one 10/6  Bus with  Chili.,['Turtle Pack'],Tier 4 Pets
Hippo,4,5,1,Knock out → Gain +3  attack and +3  health.,['Turtle Pack'],Tier 4 Pets
Hippo,4,5,2,Knock out → Gain +6  attack and +6  health.,['Turtle Pack'],Tier 4 Pets
Hippo,4,5,2,Knock out → Gain +6  attack and +6  health.,['Turtle Pack'],Tier 4 Pets
Parrot,4,2,1,End turn → Copy ability from the nearest pet ahead as level 1 until end of battle.,['Turtle Pack'],Tier 4 Pets
Parrot,4,2,2,End turn → Copy ability from the nearest pet ahead as level 2 until end of battle.,['Turtle Pack'],Tier 4 Pets
Parrot,4,2,2,End turn → Copy ability from the nearest pet ahead as level 2 until end of battle.,['Turtle Pack'],Tier 4 Pets
Penguin,1,3,1,End turn → Give two level 2 or higher friends +1  attack and +1  health.,['Turtle Pack'],Tier 4 Pets
Penguin,1,3,2,End turn → Give two level 2 or higher friends +2  attack and +2  health.,['Turtle Pack'],Tier 4 Pets
Penguin,1,3,2,End turn → Give two level 2 or higher friends +2  attack and +2  health.,['Turtle Pack'],Tier 4 Pets
Skunk,3,5,1,Start of battle → Reduce the highest health enemy by 33%  health.,['Turtle Pack'],Tier 4 Pets
Skunk,3,5,2,Start of battle → Reduce the highest health enemy by 66%  health.,['Turtle Pack'],Tier 4 Pets
Skunk,3,5,2,Start of battle → Reduce the highest health enemy by 66%  health.,['Turtle Pack'],Tier 4 Pets
Squirrel,2,5,1,Start of turn → Discount all shop food by 1  gold.,['Turtle Pack'],Tier 4 Pets
Squirrel,2,5,2,Start of turn → Discount all shop food by 2  gold.,['Turtle Pack'],Tier 4 Pets
Squirrel,2,5,2,Start of turn → Discount all shop food by 2  gold.,['Turtle Pack'],Tier 4 Pets
Turtle,2,5,1,Faint → Give  Melon Perk to the nearest friend behind.,['Turtle Pack'],Tier 4 Pets
Turtle,2,5,2,Faint → Give  Melon Perk to the two nearest friends behind.,['Turtle Pack'],Tier 4 Pets
Turtle,2,5,2,Faint → Give  Melon Perk to the two nearest friends behind.,['Turtle Pack'],Tier 4 Pets
Whale,3,7,1,Start of battle → Swallow the nearest friend ahead and release it at level 1 on fainting.,['Turtle Pack'],Tier 4 Pets
Whale,3,7,2,Start of battle → Swallow the nearest friend ahead and release it at level 2 on fainting.,['Turtle Pack'],Tier 4 Pets
Whale,3,7,2,Start of battle → Swallow the nearest friend ahead and release it at level 2 on fainting.,['Turtle Pack'],Tier 4 Pets
Unicorn,2,4,1,Friend gained ailment → Replace it with permanent +2  attack and +2  health. Works 1 time per turn.,['Unicorn Pack'],Tier 4 Pets
Unicorn,2,4,2,Friend gained ailment → Replace it with permanent +2  attack and +2  health. Works 2 times per turn.,['Unicorn Pack'],Tier 4 Pets
Unicorn,2,4,2,Friend gained ailment → Replace it with permanent +2  attack and +2  health. Works 2 times per turn.,['Unicorn Pack'],Tier 4 Pets
Kraken,3,6,1,Start of battle → Remove 20%  health from ALL other pets.,['Unicorn Pack'],Tier 4 Pets
Kraken,3,6,2,Start of battle → Remove 40%  health from ALL other pets.,['Unicorn Pack'],Tier 4 Pets
Kraken,3,6,2,Start of battle → Remove 40%  health from ALL other pets.,['Unicorn Pack'],Tier 4 Pets
Visitor,5,4,1,Faint → Make ALL pets within one space  Icky.,['Unicorn Pack'],Tier 4 Pets
Visitor,5,4,2,Faint → Make ALL pets within two spaces  Icky.,['Unicorn Pack'],Tier 4 Pets
Visitor,5,4,2,Faint → Make ALL pets within two spaces  Icky.,['Unicorn Pack'],Tier 4 Pets
Tiger Bug,4,4,1,Empty front space → Jump to the front and deal 3  damage to the two first enemies.,['Unicorn Pack'],Tier 4 Pets
Tiger Bug,4,4,2,Empty front space → Jump to the front and deal 6  damage to the two first enemies.,['Unicorn Pack'],Tier 4 Pets
Tiger Bug,4,4,2,Empty front space → Jump to the front and deal 6  damage to the two first enemies.,['Unicorn Pack'],Tier 4 Pets
Tatzelwurm,3,4,1,Friend ahead faints → Deal 2  damage for each of its level to one random enemy.,['Unicorn Pack'],Tier 4 Pets
Tatzelwurm,3,4,2,Friend ahead faints → Deal 4  damage for each of its level to one random enemy.,['Unicorn Pack'],Tier 4 Pets
Tatzelwurm,3,4,2,Friend ahead faints → Deal 4  damage for each of its level to one random enemy.,['Unicorn Pack'],Tier 4 Pets
Cyclops,4,5,1,Friend level-up → Give it +2  mana and +1  experience. Works 1 time per turn.,['Unicorn Pack'],Tier 4 Pets
Cyclops,4,5,2,Friend level-up → Give it +2  mana and +1  experience. Works 2 times per turn.,['Unicorn Pack'],Tier 4 Pets
Cyclops,4,5,2,Friend level-up → Give it +2  mana and +1  experience. Works 2 times per turn.,['Unicorn Pack'],Tier 4 Pets
Chimera,3,3,1,Faint → Spend  mana to summon one  pet with +1  attack and +1  health per mana.,['Unicorn Pack'],Tier 4 Pets
Chimera,3,3,2,Faint → Spend  mana to summon two pets   pets with +1  attack and +1  health per mana.,['Unicorn Pack'],Tier 4 Pets
Chimera,3,3,2,Faint → Spend  mana to summon two pets   pets with +1  attack and +1  health per mana.,['Unicorn Pack'],Tier 4 Pets
Roc,4,4,1,Start of battle → Give one random friend ahead +2  mana. Triggers 3 times.,['Unicorn Pack'],Tier 4 Pets
Roc,4,4,2,Start of battle → Give one random friend ahead +2  mana. Triggers 6 times.,['Unicorn Pack'],Tier 4 Pets
Roc,4,4,2,Start of battle → Give one random friend ahead +2  mana. Triggers 6 times.,['Unicorn Pack'],Tier 4 Pets
Worm of Sand,3,5,1,Roll 6 times → Give the two highest tier friends +1  attack and +1  health.,['Unicorn Pack'],Tier 4 Pets
Worm of Sand,3,5,2,Roll 6 times → Give the two highest tier friends +2  attack and +2  health.,['Unicorn Pack'],Tier 4 Pets
Worm of Sand,3,5,2,Roll 6 times → Give the two highest tier friends +2  attack and +2  health.,['Unicorn Pack'],Tier 4 Pets
Abomination,6,3,1,End turn → Swallow and copy the left-most Start of battle shop pet until end of battle.,['Unicorn Pack'],Tier 4 Pets
Abomination,6,3,2,End turn → Swallow and copy the two left-most Start of battle shop pets until end of battle.,['Unicorn Pack'],Tier 4 Pets
Abomination,6,3,2,End turn → Swallow and copy the two left-most Start of battle shop pets until end of battle.,['Unicorn Pack'],Tier 4 Pets
Fairy,1,1,1,Buy → Choose one level 1 wondrous toy.,['Unicorn Pack'],Tier 4 Pets
Fairy,1,1,2,Buy → Choose one level 2 wondrous toy.,['Unicorn Pack'],Tier 4 Pets
Fairy,1,1,2,Buy → Choose one level 2 wondrous toy.,['Unicorn Pack'],Tier 4 Pets
Rootling,1,5,1,End turn → Give two friends with less health than this +1  attack and +1  health.,['Unicorn Pack'],Tier 4 Pets
Rootling,1,5,2,End turn → Give two friends with less health than this +2  attack and +2  health.,['Unicorn Pack'],Tier 4 Pets
Rootling,1,5,2,End turn → Give two friends with less health than this +2  attack and +2  health.,['Unicorn Pack'],Tier 4 Pets
Anubis,3,4,1,Start of battle → Activate tier 2 or lower Faint friends front-to-back.,['Unicorn Pack'],Tier 4 Pets
Anubis,3,4,2,Start of battle → Activate tier 4 or lower Faint friends front-to-back.,['Unicorn Pack'],Tier 4 Pets
Anubis,3,4,2,Start of battle → Activate tier 4 or lower Faint friends front-to-back.,['Unicorn Pack'],Tier 4 Pets
Old Mouse,1,2,1,End turn → Summon one random level 1 nostalgic toy.,['Unicorn Pack'],Tier 4 Pets
Old Mouse,1,2,2,End turn → Summon one random level 2 nostalgic toy.,['Unicorn Pack'],Tier 4 Pets
Old Mouse,1,2,2,End turn → Summon one random level 2 nostalgic toy.,['Unicorn Pack'],Tier 4 Pets
Hippocampus,4,6,1,Friend ahead faints → Give it +1  mana for each roll this turn.,['Unicorn Pack'],Tier 4 Pets
Hippocampus,4,6,2,Friend ahead faints → Give it +2  mana for each roll this turn.,['Unicorn Pack'],Tier 4 Pets
Hippocampus,4,6,2,Friend ahead faints → Give it +2  mana for each roll this turn.,['Unicorn Pack'],Tier 4 Pets
Cockatoo,4,2,1,Buy → Give the highest tier friend friend +2  attack and +2  health.,['Golden Pack'],Tier 4 Pets
Cockatoo,4,2,2,Buy → Give the highest tier friend friend +4  attack and +4  health.,['Golden Pack'],Tier 4 Pets
Cockatoo,4,2,2,Buy → Give the highest tier friend friend +4  attack and +4  health.,['Golden Pack'],Tier 4 Pets
Cuttlefish,8,4,1,Faint → Remove 3 health from the last enemy and make it  Ink.,['Golden Pack'],Tier 4 Pets
Cuttlefish,8,4,2,Faint → Remove 3 health from the last two enemies and make them  Ink.,['Golden Pack'],Tier 4 Pets
Cuttlefish,8,4,2,Faint → Remove 3 health from the last two enemies and make them  Ink.,['Golden Pack'],Tier 4 Pets
Falcon,5,5,1,Knock out → Summon one 3/3 level 1 copy of it. Works 3 times per battle.,['Golden Pack'],Tier 4 Pets
Falcon,5,5,2,Knock out → Summon one 3/3 level 2 copy of it. Works 3 times per battle.,['Golden Pack'],Tier 4 Pets
Falcon,5,5,2,Knock out → Summon one 3/3 level 2 copy of it. Works 3 times per battle.,['Golden Pack'],Tier 4 Pets
Manatee,2,11,1,End turn → Take 5  damage and give the nearest friend ahead +2  attack and +1  health.,['Golden Pack'],Tier 4 Pets
Manatee,2,11,2,End turn → Take 5  damage and give the nearest friend ahead +4  attack and +2  health.,['Golden Pack'],Tier 4 Pets
Manatee,2,11,2,End turn → Take 5  damage and give the nearest friend ahead +4  attack and +2  health.,['Golden Pack'],Tier 4 Pets
Manta Ray,5,6,1,"End turn → If there is an empty space, gain +2  gold next turn.",['Golden Pack'],Tier 4 Pets
Manta Ray,5,6,2,"End turn → If there is an empty space, gain +4  gold next turn.",['Golden Pack'],Tier 4 Pets
Manta Ray,5,6,2,"End turn → If there is an empty space, gain +4  gold next turn.",['Golden Pack'],Tier 4 Pets
Poison Dart Frog,5,2,1,Friend ahead faints → Deal 4  damage to the highest health enemy.,['Golden Pack'],Tier 4 Pets
Poison Dart Frog,5,2,2,Friend ahead faints → Deal 8  damage to the highest health enemy.,['Golden Pack'],Tier 4 Pets
Poison Dart Frog,5,2,2,Friend ahead faints → Deal 8  damage to the highest health enemy.,['Golden Pack'],Tier 4 Pets
Saiga Antelope,4,3,1,Two friends faints → Gain +3  trumpet.,['Golden Pack'],Tier 4 Pets
Saiga Antelope,4,3,2,Two friends faints → Gain +6  trumpets.,['Golden Pack'],Tier 4 Pets
Saiga Antelope,4,3,2,Two friends faints → Gain +6  trumpets.,['Golden Pack'],Tier 4 Pets
Sealion,3,6,1,End turn → Give friends behind +1  attack and friends ahead +1  health.,['Golden Pack'],Tier 4 Pets
Sealion,3,6,2,End turn → Give friends behind +2  attack and friends ahead +2  health.,['Golden Pack'],Tier 4 Pets
Sealion,3,6,2,End turn → Give friends behind +2  attack and friends ahead +2  health.,['Golden Pack'],Tier 4 Pets
Slug,4,4,1,Faint → Summon one 2/2  Smaller Slug that summons one 1/1  Smallest Slug.,['Golden Pack'],Tier 4 Pets
Slug,4,4,2,Faint → Summon one 4/4  Smaller Slug that summons one 2/2  Smallest Slug.,['Golden Pack'],Tier 4 Pets
Slug,4,4,2,Faint → Summon one 4/4  Smaller Slug that summons one 2/2  Smallest Slug.,['Golden Pack'],Tier 4 Pets
Vaquita,3,4,1,Faint → Gain +50%  trumpets.,['Golden Pack'],Tier 4 Pets
Vaquita,3,4,2,Faint → Gain +100%  trumpets.,['Golden Pack'],Tier 4 Pets
Vaquita,3,4,2,Faint → Gain +100%  trumpets.,['Golden Pack'],Tier 4 Pets
Clownfish,3,4,1,Friendly pet level-up → Give it +2  attack and +2  health.,['Star Pack'],Tier 4 Pets
Clownfish,3,4,2,Friendly pet level-up → Give it +4  attack and +4  health.,['Star Pack'],Tier 4 Pets
Clownfish,3,4,2,Friendly pet level-up → Give it +4  attack and +4  health.,['Star Pack'],Tier 4 Pets
Donkey,4,6,1,Friend faints → Push the last enemy to the front. Works 1 time per battle.,['Star Pack'],Tier 4 Pets
Donkey,4,6,2,Friend faints → Push the last enemy to the front. Works 2 times per battle.,['Star Pack'],Tier 4 Pets
Donkey,4,6,2,Friend faints → Push the last enemy to the front. Works 2 times per battle.,['Star Pack'],Tier 4 Pets
Elk,2,6,1,Faint → Increase sell value of one random Sell friend by 1  gold for each of their level.,['Star Pack'],Tier 4 Pets
Elk,2,6,2,Faint → Increase sell value of one random Sell friend by 2  gold for each of their level.,['Star Pack'],Tier 4 Pets
Elk,2,6,2,Faint → Increase sell value of one random Sell friend by 2  gold for each of their level.,['Star Pack'],Tier 4 Pets
Fairy Armadillo,3,6,1,"Hurt → If still standing, gain permanent +2  health and transform into a  ball.",['Star Pack'],Tier 4 Pets
Fairy Armadillo,3,6,2,"Hurt → If still standing, gain permanent +4  health and transform into a  ball.",['Star Pack'],Tier 4 Pets
Fairy Armadillo,3,6,2,"Hurt → If still standing, gain permanent +4  health and transform into a  ball.",['Star Pack'],Tier 4 Pets
Fossa,4,5,1,Start of battle → Remove 2  health from the first enemy for each roll this turn.,['Star Pack'],Tier 4 Pets
Fossa,4,5,2,Start of battle → Remove 4  health from the first enemy for each roll this turn.,['Star Pack'],Tier 4 Pets
Fossa,4,5,2,Start of battle → Remove 4  health from the first enemy for each roll this turn.,['Star Pack'],Tier 4 Pets
Hawk,4,3,1,Start of battle → Deal 7  damage to the opposite enemy.,['Star Pack'],Tier 4 Pets
Hawk,4,3,2,Start of battle → Deal 14  damage to the opposite enemy.,['Star Pack'],Tier 4 Pets
Hawk,4,3,2,Start of battle → Deal 14  damage to the opposite enemy.,['Star Pack'],Tier 4 Pets
Platypus,2,2,1,Faint & Sell → Summon one 3/3 level 1  Duck and  Beaver.,['Star Pack'],Tier 4 Pets
Platypus,2,2,2,Faint & Sell → Summon one 6/6 level 2  Duck and  Beaver.,['Star Pack'],Tier 4 Pets
Platypus,2,2,2,Faint & Sell → Summon one 6/6 level 2  Duck and  Beaver.,['Star Pack'],Tier 4 Pets
Praying Mantis,7,2,1,Start of turn → Deal 50 damage to adjacent friends and gain +2  attack and +2  health.,['Star Pack'],Tier 4 Pets
Praying Mantis,7,2,2,Start of turn → Deal 50 damage to adjacent friends and gain +4  attack and +4  health.,['Star Pack'],Tier 4 Pets
Praying Mantis,7,2,2,Start of turn → Deal 50 damage to adjacent friends and gain +4  attack and +4  health.,['Star Pack'],Tier 4 Pets
Siamese,1,4,1,Start of turn → Remove one discounted food to give adjacent pets +1  attack and +2  health.,['Star Pack'],Tier 4 Pets
Siamese,1,4,2,Start of turn → Remove one discounted food to give adjacent pets +2  attack and +4  health.,['Star Pack'],Tier 4 Pets
Siamese,1,4,2,Start of turn → Remove one discounted food to give adjacent pets +2  attack and +4  health.,['Star Pack'],Tier 4 Pets
Sparrow,3,2,1,"Friendly pets with  Strawberries take 10 less damage, once.",['Star Pack'],Tier 4 Pets
Sparrow,3,2,2,"Friendly pets with  Strawberries take 20 less damage, once.",['Star Pack'],Tier 4 Pets
Sparrow,3,2,2,"Friendly pets with  Strawberries take 20 less damage, once.",['Star Pack'],Tier 4 Pets
Crow,3,3,1,Sell → Stock one  Chocolate.,['Star Pack'],Tier 4 Pets
Crow,3,3,2,Sell → Stock one  Better Chocolate.,['Star Pack'],Tier 4 Pets
Crow,3,3,2,Sell → Stock one  Better Chocolate.,['Star Pack'],Tier 4 Pets
Sea Anemone,3,4,1,"Friend sold → If it had a Sell ability, give +1  attack and +1  health to one random friend.",['Star Pack'],Tier 4 Pets
Sea Anemone,3,4,2,"Friend sold → If it had a Sell ability, give +2  attack and +2  health to one random friend.",['Star Pack'],Tier 4 Pets
Sea Anemone,3,4,2,"Friend sold → If it had a Sell ability, give +2  attack and +2  health to one random friend.",['Star Pack'],Tier 4 Pets
Buffalo,4,4,1,Three friends sold → Gain +2  attack and +2  health.,['Puppy Pack'],Tier 4 Pets
Buffalo,4,4,2,Three friends sold → Gain +4  attack and +4  health.,['Puppy Pack'],Tier 4 Pets
Buffalo,4,4,2,Three friends sold → Gain +4  attack and +4  health.,['Puppy Pack'],Tier 4 Pets
Caterpillar,1,1,1,Start of turn → Gain +1  experience.,['Puppy Pack'],Tier 4 Pets
Caterpillar,1,1,2,Start of turn → Gain +1  experience.,['Puppy Pack'],Tier 4 Pets
Caterpillar,1,1,2,Start of turn → Gain +1  experience.,['Puppy Pack'],Tier 4 Pets
Chameleon,3,5,1,End turn → Copy friendly toy ability as level 1 until end of battle.,['Puppy Pack'],Tier 4 Pets
Chameleon,3,5,2,End turn → Copy friendly toy ability as level 2 until end of battle.,['Puppy Pack'],Tier 4 Pets
Chameleon,3,5,2,End turn → Copy friendly toy ability as level 2 until end of battle.,['Puppy Pack'],Tier 4 Pets
Doberman,4,5,1,"Start of battle → If this is your lowest tier pet, gain  Coconut Perk and +8  attack.","['Puppy Pack', 'Weekly Pack']",Tier 4 Pets
Doberman,4,5,2,"Start of battle → If this is your lowest tier pet, gain  Coconut Perk and +16  attack.","['Puppy Pack', 'Weekly Pack']",Tier 4 Pets
Doberman,4,5,2,"Start of battle → If this is your lowest tier pet, gain  Coconut Perk and +16  attack.","['Puppy Pack', 'Weekly Pack']",Tier 4 Pets
Gharial,5,3,1,Buy → Choose one level 1 toy from tier 4.,['Puppy Pack'],Tier 4 Pets
Gharial,5,3,2,Buy → Choose one level 2 toy from tier 4.,['Puppy Pack'],Tier 4 Pets
Gharial,5,3,2,Buy → Choose one level 2 toy from tier 4.,['Puppy Pack'],Tier 4 Pets
Llama,2,5,1,"End turn → If there is an empty space, gain +1  attack and +2  health.",['Puppy Pack'],Tier 4 Pets
Llama,2,5,2,"End turn → If there is an empty space, gain +2  attack and +4  health.",['Puppy Pack'],Tier 4 Pets
Llama,2,5,2,"End turn → If there is an empty space, gain +2  attack and +4  health.",['Puppy Pack'],Tier 4 Pets
Lobster,3,3,1,"Friend summoned → If outside battle, gain +2  attack and +2  health.",['Puppy Pack'],Tier 4 Pets
Lobster,3,3,2,"Friend summoned → If outside battle, gain +4  attack and +4  health.",['Puppy Pack'],Tier 4 Pets
Lobster,3,3,2,"Friend summoned → If outside battle, gain +4  attack and +4  health.",['Puppy Pack'],Tier 4 Pets
Microbe,1,1,1,Faint → Make all pets  weak.,['Puppy Pack'],Tier 4 Pets
Microbe,1,1,2,Faint → Make all pets  weak.,['Puppy Pack'],Tier 4 Pets
Microbe,1,1,2,Faint → Make all pets  weak.,['Puppy Pack'],Tier 4 Pets
Tahr,5,3,1,Faint → Give  Chili Perk to the nearest friend behind.,['Puppy Pack'],Tier 4 Pets
Tahr,5,3,2,Faint → Give  Chili Perk to the two nearest friends behind.,['Puppy Pack'],Tier 4 Pets
Tahr,5,3,2,Faint → Give  Chili Perk to the two nearest friends behind.,['Puppy Pack'],Tier 4 Pets
Whale Shark,1,4,1,Gain perk or ailment → Remove it and gain +2  attack and +2  health.,['Puppy Pack'],Tier 4 Pets
Whale Shark,1,4,2,Gain perk or ailment → Remove it and gain +4  attack and +4  health.,['Puppy Pack'],Tier 4 Pets
Whale Shark,1,4,2,Gain perk or ailment → Remove it and gain +4  attack and +4  health.,['Puppy Pack'],Tier 4 Pets
Dragonfly,1,1,1,End turn → Give +1  attack and +1  health to one friend of each level.,['Weekly Pack'],Tier 4 Pets
Dragonfly,1,1,2,End turn → Give +2  attack and +2  health to one friend of each level.,['Weekly Pack'],Tier 4 Pets
Dragonfly,1,1,2,End turn → Give +2  attack and +2  health to one friend of each level.,['Weekly Pack'],Tier 4 Pets
Jerboa,1,3,1,Eats  Apple → Give friends +1  attack and +1  health. Works 2 times per turn.,['Weekly Pack'],Tier 4 Pets
Jerboa,1,3,2,Eats  Apple → Give friends +2  attack and +2  health. Works 2 times per turn.,['Weekly Pack'],Tier 4 Pets
Jerboa,1,3,2,Eats  Apple → Give friends +2  attack and +2  health. Works 2 times per turn.,['Weekly Pack'],Tier 4 Pets
Lynx,5,3,1,Start of battle → Deal  damage to one random enemy equal to the sum of all friendly levels.,['Weekly Pack'],Tier 4 Pets
Lynx,5,3,2,Start of battle → Deal  damage to two random enemies equal to the sum of all friendly levels.,['Weekly Pack'],Tier 4 Pets
Lynx,5,3,2,Start of battle → Deal  damage to two random enemies equal to the sum of all friendly levels.,['Weekly Pack'],Tier 4 Pets
Seagull,4,3,1,Friend summoned → Copy this pet's food perk to it. Works 1 time per turn.,['Weekly Pack'],Tier 4 Pets
Seagull,4,3,2,Friend summoned → Copy this pet's food perk to it. Works 2 times per turn.,['Weekly Pack'],Tier 4 Pets
Seagull,4,3,2,Friend summoned → Copy this pet's food perk to it. Works 2 times per turn.,['Weekly Pack'],Tier 4 Pets
Armadillo,2,6,1,Start of battle → Give ALL pets +8  health.,['Turtle Pack'],Tier 5 Pets
Armadillo,2,6,2,Start of battle → Give ALL pets +16  health.,['Turtle Pack'],Tier 5 Pets
Armadillo,2,6,2,Start of battle → Give ALL pets +16  health.,['Turtle Pack'],Tier 5 Pets
Cow,4,6,1,Buy → Replace food shop with two free  Milk.,['Turtle Pack'],Tier 5 Pets
Cow,4,6,2,Buy → Replace food shop with two free Better  Milk.,['Turtle Pack'],Tier 5 Pets
Cow,4,6,2,Buy → Replace food shop with two free Better  Milk.,['Turtle Pack'],Tier 5 Pets
Crocodile,8,4,1,Start of battle → Deal 8  damage to the last enemy.,['Turtle Pack'],Tier 5 Pets
Crocodile,8,4,2,Start of battle → Deal 8  damage to the last enemy. Triggers 2 times.,['Turtle Pack'],Tier 5 Pets
Crocodile,8,4,2,Start of battle → Deal 8  damage to the last enemy. Triggers 2 times.,['Turtle Pack'],Tier 5 Pets
Monkey,1,2,1,End turn → Give front-most friendly pet +2  attack and +2  health.,['Turtle Pack'],Tier 5 Pets
